flex1,flex2,flex3,flex4,flex5,gyroRotX,gyroRotY,gyroRotZ,gyroAccX,gyroAccY,gyroAccZ,Phrase
155,124,157,183,142,-7.57,2.19,-6.10,-0.08,-0.03,0.04,rock
152,112,157,182,142,-7.53,2.16,-6.09,-0.11,-0.05,0.00,rock
153,114,156,183,140,-7.61,2.16,-6.06,-0.10,-0.09,0.02,rock
152,123,158,182,140,-7.61,2.14,-6.12,-0.07,-0.04,-0.01,rock
149,111,158,182,142,-7.59,2.07,-6.04,-0.06,-0.05,-0.00,rock
146,116,158,183,142,-7.55,2.01,-6.11,-0.07,-0.10,0.02,rock
145,119,157,182,142,-7.60,2.04,-6.04,-0.05,-0.02,0.04,rock
146,107,157,182,141,-7.73,2.09,-6.25,-0.07,0.05,0.04,rock
146,119,155,182,142,-7.78,2.06,-6.30,-0.11,0.05,0.01,rock
149,119,155,182,142,-7.79,2.12,-6.33,-0.09,0.06,0.03,rock
149,114,157,182,143,-7.82,2.27,-6.34,-0.13,0.02,0.01,rock
147,119,157,182,141,-7.81,2.06,-6.11,-0.13,0.04,0.01,rock
149,117,157,182,142,-7.66,1.99,-6.28,-0.12,-0.03,0.03,rock
148,114,155,181,143,-7.65,2.06,-6.19,-0.09,0.02,0.01,rock
148,120,157,182,142,-7.74,2.05,-6.33,-0.11,0.07,0.00,rock
148,112,156,182,141,-7.65,1.96,-6.23,-0.11,-0.04,-0.00,rock
148,112,158,183,142,-7.70,1.97,-6.28,-0.08,-0.08,0.01,rock
149,124,158,182,141,-7.51,2.00,-6.02,-0.06,-0.01,-0.03,rock
151,112,158,182,141,-7.88,2.00,-6.26,0.06,-0.27,-0.10,rock
150,116,157,184,143,-7.81,1.83,-6.26,-0.11,-0.11,-0.07,rock
147,125,158,183,141,-7.52,1.99,-6.01,0.03,-0.08,-0.08,rock
148,111,156,183,142,-8.09,1.71,-6.17,-0.11,0.07,-0.05,rock
150,115,158,182,143,-8.10,1.58,-6.27,-0.21,-0.02,-0.02,rock
150,121,157,182,142,-7.78,1.49,-5.98,0.05,-0.13,-0.11,rock
152,110,158,181,143,-7.89,1.44,-5.92,-0.12,-0.03,-0.04,rock
152,115,158,183,142,-7.78,1.54,-5.87,-0.04,-0.05,0.05,rock
151,118,159,181,143,-7.80,1.50,-6.00,-0.18,-0.05,0.02,rock
150,110,157,181,144,-7.93,1.32,-6.03,-0.12,-0.02,-0.01,rock
151,119,158,183,141,-8.10,1.32,-6.09,-0.10,0.03,-0.04,rock
150,118,157,182,143,-8.03,1.24,-6.04,-0.07,-0.03,-0.04,rock
152,109,159,183,143,-7.98,1.25,-5.98,-0.09,-0.02,-0.00,rock
151,120,157,182,143,-7.85,1.32,-5.84,-0.11,-0.03,0.02,rock
152,116,158,181,142,-7.84,1.34,-5.89,-0.08,-0.03,0.04,rock
151,112,157,182,143,-7.83,1.33,-5.93,-0.04,-0.01,0.00,rock
151,120,157,183,142,-8.06,1.57,-5.97,-0.11,-0.01,-0.02,rock
150,113,158,181,143,-8.04,1.36,-6.04,-0.14,-0.06,0.03,rock
152,113,158,183,144,-7.81,1.27,-5.90,-0.10,-0.05,0.02,rock
150,125,156,181,141,-7.84,1.26,-5.85,-0.07,-0.02,0.01,rock
150,110,157,182,144,-7.90,1.37,-6.00,-0.07,-0.01,0.03,rock
151,113,158,181,142,-7.96,1.38,-5.94,-0.10,-0.02,0.02,rock
151,123,157,183,142,-7.93,1.35,-6.08,-0.11,-0.05,0.02,rock
150,112,157,182,142,-7.90,1.35,-6.04,-0.12,-0.01,0.01,rock
153,117,157,182,143,-7.91,1.45,-5.93,-0.09,-0.01,0.04,rock
150,119,157,183,141,-7.94,1.28,-6.15,-0.11,-0.01,0.00,rock
150,107,156,181,143,-7.96,1.39,-6.02,-0.07,0.04,-0.02,rock
151,116,158,182,143,-7.86,1.48,-5.82,-0.07,-0.02,0.00,rock
150,119,157,182,144,-7.76,1.43,-5.73,-0.10,-0.03,0.01,rock
150,113,157,183,142,-7.80,1.40,-5.84,-0.10,-0.05,-0.01,rock
152,118,157,183,144,-8.03,1.40,-6.06,-0.11,-0.01,0.01,rock
152,117,156,182,143,-7.97,1.36,-6.16,-0.12,-0.02,0.01,rock
149,112,158,184,143,-7.94,1.33,-6.06,-0.12,-0.01,0.01,rock
150,121,159,182,145,-8.07,1.29,-6.10,-0.10,0.00,0.01,rock
151,114,156,182,142,-8.01,1.36,-6.02,-0.08,-0.01,0.01,rock
149,114,159,182,143,-7.61,1.37,-5.86,-0.10,-0.06,-0.03,rock
150,124,157,183,142,-7.87,1.44,-5.98,-0.07,-0.04,0.00,rock
152,111,157,182,144,-8.12,1.39,-5.95,-0.10,-0.04,0.03,rock
149,113,160,183,144,-7.84,1.25,-6.11,-0.11,-0.05,0.02,rock
151,123,156,183,144,-7.83,1.27,-5.99,-0.11,-0.04,0.01,rock
150,111,157,183,144,-8.01,1.36,-6.03,-0.10,0.00,0.01,rock
151,116,157,182,143,-8.13,1.37,-6.22,-0.10,-0.02,0.03,rock
150,119,157,181,144,-8.02,1.36,-6.01,-0.11,-0.01,0.03,rock
151,105,157,182,143,-8.04,1.41,-6.10,-0.10,0.01,0.04,rock
153,115,158,182,142,-7.80,1.38,-6.06,-0.11,-0.01,0.02,rock
152,116,159,182,143,-7.92,1.31,-6.07,-0.09,-0.02,0.01,rock
152,110,159,183,146,-7.88,1.30,-6.05,-0.11,0.03,0.00,rock
151,118,158,182,143,-8.09,1.29,-6.22,-0.11,0.02,-0.00,rock
150,116,156,182,143,-7.85,1.39,-5.91,-0.14,-0.05,0.04,rock
151,112,157,184,145,-7.76,1.33,-5.95,-0.12,-0.04,0.03,rock
151,120,159,182,143,-7.89,1.43,-6.14,-0.10,-0.01,0.02,rock
151,114,156,182,144,-7.92,1.52,-6.15,-0.11,0.01,0.02,rock
150,113,158,184,141,-7.78,1.42,-6.09,-0.09,-0.03,0.04,rock
149,121,157,183,144,-8.00,1.43,-6.25,-0.09,-0.01,0.01,rock
150,111,157,183,143,-7.89,1.42,-6.19,-0.11,-0.01,0.02,rock
153,113,159,184,145,-7.86,1.34,-6.13,-0.11,-0.02,0.02,rock
151,124,158,181,144,-7.85,1.37,-6.11,-0.10,0.04,0.02,rock
150,109,158,184,144,-7.89,1.47,-6.14,-0.12,-0.00,0.01,rock
151,115,157,182,146,-7.79,1.39,-6.15,-0.12,-0.02,0.03,rock
149,122,158,183,145,-7.74,1.68,-6.15,-0.21,-0.16,0.06,rock
152,111,158,183,145,-7.56,1.61,-6.37,-0.18,0.04,0.00,rock
150,116,158,182,144,-7.43,1.81,-6.34,-0.26,0.18,-0.01,rock
150,118,157,183,144,-7.42,1.82,-6.47,-0.41,0.18,0.04,rock
151,106,160,183,145,-7.42,1.84,-6.17,-0.12,0.10,-0.09,rock
152,117,157,183,145,-7.65,1.81,-6.33,-0.01,0.13,-0.10,rock
152,117,156,182,146,-7.83,1.47,-6.75,-0.17,0.13,-0.01,rock
152,109,157,182,144,-7.80,1.48,-6.62,-0.23,-0.06,0.05,rock
151,119,160,182,144,-7.84,1.40,-6.40,-0.05,-0.08,0.11,rock
151,114,156,181,144,-6.92,1.59,-6.23,0.02,0.06,-0.02,rock
152,111,158,181,145,-7.10,1.70,-6.85,-0.11,-0.13,0.08,rock
154,117,157,184,144,-7.40,1.71,-6.82,-0.12,-0.22,0.21,rock
151,116,158,182,144,-7.21,1.89,-6.31,-0.15,-0.25,0.16,rock
153,114,158,183,144,-7.07,1.82,-6.57,0.04,0.11,0.06,rock
152,123,159,181,147,-7.24,1.96,-6.57,-0.04,0.05,0.04,rock
152,112,159,184,143,-7.59,1.60,-6.79,-0.03,0.12,-0.04,rock
155,116,160,182,148,-7.18,1.63,-6.71,-0.07,0.02,-0.11,rock
156,124,161,185,146,-7.38,1.77,-6.55,-0.03,0.11,-0.06,rock
155,112,160,183,148,-7.08,1.59,-6.42,-0.05,-0.03,-0.08,rock
157,116,161,185,148,-7.15,1.36,-6.26,-0.04,-0.01,-0.12,rock
154,121,159,183,149,-7.61,1.26,-6.45,-0.00,-0.11,-0.06,rock
155,109,159,182,154,-7.84,1.01,-6.88,0.01,-0.09,-0.05,rock
154,120,161,186,157,-7.54,1.23,-6.57,-0.04,-0.01,-0.03,rock
156,121,158,184,156,-7.83,1.05,-6.92,-0.16,0.03,-0.02,rock
155,112,158,184,157,-7.86,1.02,-6.34,-0.11,0.00,-0.00,rock
153,119,159,184,157,-7.59,1.19,-6.52,-0.09,0.02,0.02,rock
154,116,159,182,155,-7.63,1.04,-6.56,-0.11,-0.04,0.01,rock
152,111,158,181,155,-7.67,1.03,-6.64,-0.11,-0.06,0.03,rock
150,115,156,181,152,-7.45,1.02,-6.56,-0.09,0.01,0.01,rock
150,111,153,178,152,-7.81,0.96,-6.76,-0.09,0.05,0.00,rock
151,109,155,179,154,-7.62,0.93,-6.59,-0.11,-0.03,0.02,rock
152,121,153,182,155,-7.84,0.99,-6.55,-0.09,-0.02,0.00,rock
152,111,158,181,155,-7.65,1.06,-6.66,-0.06,-0.06,0.05,rock
154,112,159,183,155,-7.53,0.99,-6.57,-0.11,-0.03,0.01,rock
152,123,157,183,157,-7.81,1.01,-6.56,-0.12,-0.03,0.02,rock
153,108,157,182,156,-7.90,1.12,-6.70,-0.06,0.02,0.02,rock
154,115,159,184,156,-7.56,1.06,-6.54,-0.09,0.02,0.04,rock
154,118,156,182,155,-7.51,1.07,-6.29,-0.09,-0.06,0.01,rock
152,108,160,182,158,-7.66,1.06,-6.57,-0.08,0.06,0.01,rock
156,114,159,182,157,-7.86,0.96,-6.45,-0.13,-0.00,0.02,rock
154,119,158,183,158,-7.54,0.95,-6.57,-0.10,-0.03,-0.01,rock
154,109,158,184,158,-7.70,1.04,-6.52,-0.08,0.03,0.01,rock
156,118,159,183,158,-7.91,1.03,-6.53,-0.11,0.02,0.04,rock
154,117,160,185,157,-7.77,0.97,-6.48,-0.11,-0.01,0.04,rock
154,111,159,183,159,-7.84,1.17,-6.68,-0.14,-0.02,0.03,rock
156,119,159,184,161,-7.69,1.14,-6.22,-0.20,-0.04,0.08,rock
153,116,158,183,160,-7.86,1.10,-6.79,-0.28,0.13,0.09,rock
153,113,159,183,160,-7.48,1.50,-6.53,-0.16,0.10,0.03,rock
154,119,160,185,161,-7.16,1.47,-6.46,-0.10,-0.07,0.05,rock
155,116,158,183,159,-7.65,1.44,-6.46,-0.09,-0.05,-0.01,rock
154,113,159,184,159,-7.48,1.39,-6.98,-0.07,0.08,0.03,rock
155,124,159,184,159,-7.05,1.63,-6.54,-0.06,-0.06,0.03,rock
156,111,158,183,158,-7.35,1.20,-7.00,-0.10,0.05,-0.02,rock
153,116,160,186,160,-7.59,1.25,-7.07,-0.10,-0.01,-0.05,rock
156,121,161,184,160,-7.37,1.16,-6.86,-0.12,-0.09,-0.01,rock
154,113,161,184,160,-7.72,1.20,-6.99,-0.12,0.19,-0.01,rock
156,118,160,184,153,-7.12,1.09,-7.36,-0.26,-0.11,-0.08,rock
157,121,160,185,134,-8.39,1.35,-6.57,-0.25,-0.11,0.01,rock
156,112,162,184,124,-7.94,0.82,-7.27,-0.27,-0.12,0.06,rock
156,119,160,184,120,-6.96,0.47,-6.22,0.09,-0.48,0.06,rock
156,121,160,185,120,-8.49,1.36,-6.12,0.05,-0.32,0.03,rock
155,113,160,186,119,-8.49,1.23,-6.88,-0.32,-0.29,-0.05,rock
156,119,161,184,129,-8.57,1.82,-6.33,-0.22,0.03,0.14,rock
156,120,161,184,139,-7.58,0.93,-6.54,-0.24,-0.10,0.06,rock
156,115,160,185,139,-8.18,1.19,-5.78,-0.17,-0.21,0.11,rock
156,118,161,183,141,-7.61,1.53,-6.12,0.05,-0.07,0.20,rock
157,116,159,184,138,-7.80,1.42,-6.28,-0.04,0.04,0.03,rock
157,116,160,183,138,-7.95,1.73,-6.21,-0.01,-0.03,0.06,rock
156,125,162,183,140,-7.99,1.54,-6.29,-0.11,-0.05,0.04,rock
156,112,161,184,140,-7.82,1.49,-6.13,-0.07,0.02,-0.00,rock
157,114,161,185,140,-7.89,1.48,-5.97,-0.10,-0.01,-0.00,rock
155,125,161,184,140,-8.06,1.42,-5.81,-0.07,-0.03,0.02,rock
157,111,159,186,139,-7.95,1.57,-6.08,-0.09,-0.06,0.04,rock
156,117,161,185,140,-8.01,1.51,-6.11,-0.10,0.02,-0.00,rock
157,123,161,183,140,-7.94,1.38,-5.93,-0.11,-0.01,-0.01,rock
156,107,161,183,141,-7.88,1.36,-5.98,-0.10,-0.03,0.03,rock
156,119,159,183,139,-7.81,1.28,-6.03,-0.10,-0.03,0.00,rock
157,119,160,183,140,-7.78,1.37,-5.73,-0.06,-0.05,0.05,rock
158,111,160,184,139,-8.05,1.43,-5.90,-0.09,-0.06,0.05,rock
157,119,161,184,140,-7.76,1.34,-5.89,-0.09,-0.02,0.01,rock
155,119,160,183,140,-8.01,1.52,-6.08,-0.06,0.03,0.02,rock
156,115,161,184,141,-7.71,1.50,-5.88,-0.11,-0.09,0.03,rock
200,151,193,244,209,-1.20,-0.30,1.91,-0.05,-0.01,0.00,paper
197,151,193,241,209,-4.75,-1.30,7.73,-0.11,-0.07,0.01,paper
199,151,193,243,210,-4.70,-1.15,7.39,-0.10,0.02,0.00,paper
200,152,193,244,210,-5.01,-1.16,7.58,-0.11,-0.07,-0.00,paper
199,150,193,242,208,-4.78,-1.15,7.69,-0.06,-0.02,0.03,paper
198,152,194,243,211,-4.56,-1.08,7.61,-0.05,-0.06,0.05,paper
199,151,193,243,211,-4.91,-1.16,7.61,-0.10,0.08,0.01,paper
198,152,192,242,209,-4.81,-1.06,7.59,-0.15,0.01,0.00,paper
199,152,193,241,210,-4.83,-1.09,7.70,-0.09,-0.06,0.04,paper
200,153,192,242,210,-4.79,-1.15,7.65,-0.07,-0.04,-0.00,paper
199,152,193,243,210,-4.51,-1.04,7.51,-0.07,0.02,0.00,paper
201,151,192,243,211,-4.91,-1.11,7.46,-0.08,0.06,0.03,paper
199,152,193,243,210,-4.88,-1.22,7.68,-0.09,-0.01,0.04,paper
200,151,193,242,209,-4.78,-1.12,7.61,-0.06,0.04,0.03,paper
199,153,192,241,208,-4.90,-1.12,7.69,-0.06,0.03,0.03,paper
197,152,192,240,209,-4.93,-1.08,7.58,-0.08,0.02,0.02,paper
199,153,194,243,210,-4.84,-1.06,7.45,-0.07,-0.03,0.01,paper
199,153,194,242,210,-4.93,-1.19,7.55,-0.11,-0.08,0.01,paper
198,150,192,242,210,-4.72,-1.05,7.77,-0.07,-0.04,0.02,paper
199,151,193,243,211,-4.77,-1.04,7.82,-0.11,-0.00,0.02,paper
198,151,193,244,209,-4.83,-1.13,7.68,-0.15,0.05,0.02,paper
198,151,193,241,209,-4.81,-1.07,7.45,-0.13,0.00,0.02,paper
198,151,193,243,209,-4.87,-1.06,7.40,-0.15,-0.00,0.01,paper
197,151,193,242,208,-5.00,-1.18,7.57,-0.13,-0.07,0.01,paper
199,152,192,243,208,-4.87,-1.15,7.55,-0.14,-0.03,-0.02,paper
200,150,192,243,210,-4.75,-1.17,7.50,-0.12,-0.03,-0.02,paper
197,151,192,240,208,-4.94,-1.28,7.58,-0.13,-0.01,-0.04,paper
198,152,191,242,209,-4.78,-1.13,7.59,-0.14,-0.05,-0.03,paper
198,151,194,242,209,-4.94,-1.53,7.74,-0.15,0.01,-0.01,paper
199,151,192,242,208,-4.85,-1.29,7.68,-0.11,-0.04,0.00,paper
199,151,192,242,210,-4.80,-1.40,7.67,-0.02,0.02,0.05,paper
199,152,189,243,210,-4.70,-1.22,7.58,-0.11,0.00,0.02,paper
198,150,193,242,209,-4.72,-1.36,7.58,-0.12,-0.01,-0.02,paper
198,151,191,242,210,-4.84,-1.24,7.64,-0.09,0.07,0.02,paper
198,152,192,242,208,-4.73,-1.46,7.43,-0.07,-0.01,-0.00,paper
199,152,193,243,210,-4.81,-1.52,7.40,-0.18,-0.04,-0.03,paper
198,150,192,242,209,-4.84,-1.49,7.59,-0.17,0.07,-0.01,paper
199,150,192,242,208,-5.18,-1.58,7.60,-0.06,0.03,0.05,paper
197,150,192,243,208,-4.99,-1.39,7.37,0.02,-0.08,0.10,paper
198,151,193,241,208,-4.41,-1.15,7.36,-0.13,-0.16,-0.04,paper
199,150,194,242,209,-4.80,-1.52,7.77,-0.00,-0.03,0.10,paper
198,151,191,240,208,-4.47,-1.41,7.37,-0.09,0.01,-0.01,paper
198,151,193,242,210,-4.98,-1.88,7.64,-0.15,0.03,-0.09,paper
198,152,189,243,209,-4.95,-1.49,7.67,-0.03,0.02,0.06,paper
198,150,187,242,210,-4.99,-1.46,7.68,-0.08,-0.03,0.02,paper
195,151,189,241,210,-4.85,-1.34,7.42,-0.04,0.00,0.14,paper
198,152,188,243,208,-4.42,-1.39,7.38,-0.18,-0.06,-0.02,paper
200,150,192,243,209,-5.06,-1.85,7.69,-0.19,0.04,0.01,paper
199,150,191,242,208,-4.95,-1.58,7.85,-0.09,0.04,0.06,paper
198,150,184,241,209,-4.88,-1.54,7.29,-0.04,-0.01,0.05,paper
199,150,193,241,209,-4.93,-1.52,7.27,-0.08,0.00,0.01,paper
198,151,191,242,209,-4.99,-1.49,7.51,-0.09,-0.00,-0.01,paper
198,151,192,241,208,-5.02,-1.43,7.59,-0.06,-0.05,0.01,paper
197,153,192,242,209,-4.99,-1.36,7.55,0.07,-0.05,0.09,paper
198,150,188,241,210,-5.07,-1.39,7.40,-0.13,0.04,0.02,paper
197,149,184,242,209,-4.97,-1.46,7.46,-0.11,0.01,-0.02,paper
198,151,184,242,210,-5.22,-1.48,7.39,-0.05,-0.04,0.03,paper
199,150,185,242,209,-4.88,-1.33,7.58,-0.04,-0.05,0.03,paper
197,150,186,241,208,-4.85,-1.28,7.50,-0.17,0.02,0.00,paper
200,150,186,243,208,-5.19,-1.44,7.52,-0.13,0.02,0.01,paper
199,151,185,242,209,-5.23,-1.53,7.44,-0.10,0.05,0.01,paper
198,151,188,241,209,-5.10,-1.38,7.42,-0.11,-0.02,0.01,paper
199,153,187,242,210,-5.04,-1.36,7.36,-0.11,-0.07,0.00,paper
198,151,187,242,208,-4.97,-1.36,7.66,-0.06,-0.04,0.03,paper
198,152,188,241,209,-4.93,-1.29,7.60,-0.07,-0.05,0.03,paper
199,152,188,241,208,-4.90,-1.38,7.50,-0.11,0.00,0.01,paper
198,151,188,240,208,-5.02,-1.45,7.37,-0.12,0.05,0.02,paper
199,150,187,243,208,-5.07,-1.39,7.59,-0.12,-0.01,0.02,paper
199,149,189,242,209,-5.09,-1.41,7.50,-0.12,0.01,0.02,paper
199,149,189,241,208,-5.01,-1.48,7.49,-0.10,0.00,0.03,paper
198,152,188,240,210,-5.03,-1.54,7.30,-0.16,0.01,-0.01,paper
198,151,189,241,209,-5.15,-1.30,7.43,-0.09,-0.03,-0.01,paper
198,151,192,242,210,-5.09,-1.51,7.47,-0.12,-0.06,0.01,paper
198,151,193,242,209,-4.81,-1.31,7.40,-0.10,-0.03,-0.01,paper
198,151,192,241,209,-5.07,-1.33,7.56,-0.12,0.03,0.02,paper
197,152,192,242,208,-5.05,-1.39,7.46,-0.10,0.01,0.02,paper
196,151,192,243,208,-5.03,-1.33,7.39,-0.12,-0.07,-0.01,paper
198,151,193,241,209,-5.05,-1.34,7.48,-0.11,-0.06,0.00,paper
199,151,191,241,208,-5.00,-1.37,7.49,-0.11,0.01,0.03,paper
199,152,192,240,209,-4.98,-1.38,7.34,-0.11,-0.06,0.03,paper
198,151,187,241,208,-4.96,-1.40,7.44,-0.10,0.02,0.02,paper
200,151,188,242,209,-4.97,-1.41,7.33,-0.12,-0.03,0.02,paper
199,150,187,242,208,-4.89,-1.46,7.51,-0.10,0.03,0.04,paper
198,151,186,242,209,-5.13,-1.47,7.51,-0.08,-0.02,0.02,paper
199,149,186,243,209,-4.84,-1.37,7.45,-0.07,-0.05,0.01,paper
199,151,187,242,207,-5.01,-1.42,7.51,-0.09,0.03,0.01,paper
198,150,187,242,208,-4.98,-1.40,7.52,-0.13,-0.01,0.01,paper
200,151,187,241,207,-5.01,-1.39,7.40,-0.13,-0.02,0.01,paper
198,151,186,241,208,-5.02,-1.45,7.49,-0.09,0.00,0.03,paper
198,151,186,241,209,-5.02,-1.42,7.51,-0.07,-0.01,0.02,paper
198,149,188,242,209,-5.06,-1.27,7.43,-0.12,-0.00,-0.06,paper
198,151,188,241,208,-5.03,-1.42,7.63,-0.12,0.01,0.01,paper
200,150,187,242,209,-4.97,-1.45,7.43,-0.12,0.01,0.02,paper
200,150,186,243,209,-4.96,-1.44,7.42,-0.08,-0.05,0.02,paper
199,148,187,241,207,-4.88,-1.37,7.42,-0.13,-0.00,0.01,paper
199,151,186,241,210,-5.07,-1.41,7.56,-0.09,-0.01,0.03,paper
198,150,186,242,209,-4.98,-1.39,7.45,-0.13,-0.00,0.02,paper
198,148,187,241,207,-4.85,-1.36,7.54,-0.10,-0.02,0.01,paper
199,150,185,241,209,-4.87,-1.47,7.50,-0.10,0.04,0.01,paper
198,150,186,242,209,-5.12,-1.41,7.35,-0.16,0.03,0.00,paper
198,150,192,240,210,-5.16,-1.38,7.60,-0.07,-0.01,0.06,paper
198,150,191,242,210,-4.99,-1.42,7.35,-0.08,-0.03,0.04,paper
199,151,190,241,209,-4.95,-1.49,7.46,-0.11,0.01,0.04,paper
200,151,190,242,208,-4.91,-1.56,7.63,-0.10,-0.01,0.04,paper
200,150,191,242,209,-5.00,-1.60,7.50,-0.07,-0.01,0.03,paper
200,149,191,242,208,-4.89,-1.48,7.47,-0.09,0.02,-0.00,paper
199,150,192,243,208,-4.91,-1.38,7.54,-0.07,-0.05,0.03,paper
199,150,191,242,210,-4.83,-1.36,7.47,-0.07,0.00,0.03,paper
198,150,190,242,208,-4.95,-1.39,7.51,-0.09,-0.03,0.01,paper
199,151,190,242,209,-4.88,-1.41,7.54,-0.09,-0.02,0.02,paper
198,149,190,242,209,-4.89,-1.45,7.55,-0.09,0.01,0.04,paper
196,151,191,242,209,-5.02,-1.46,7.52,-0.11,0.01,0.02,paper
201,152,191,242,208,-5.10,-1.50,7.38,-0.12,0.04,0.02,paper
198,149,192,242,208,-5.01,-1.47,7.37,-0.13,-0.01,0.01,paper
198,150,191,242,208,-5.01,-1.53,7.51,-0.11,-0.03,0.00,paper
200,149,191,243,208,-5.06,-1.49,7.45,-0.09,-0.04,0.01,paper
198,149,191,241,208,-4.97,-1.45,7.38,-0.08,-0.04,0.01,paper
199,149,191,242,209,-4.89,-1.33,7.45,-0.09,-0.01,0.03,paper
199,151,191,241,209,-4.95,-1.47,7.59,-0.11,-0.00,0.02,paper
199,150,190,241,208,-5.05,-1.47,7.46,-0.11,-0.00,0.02,paper
199,149,190,242,209,-5.12,-1.54,7.39,-0.11,0.06,0.03,paper
199,149,186,241,210,-5.09,-1.41,7.49,-0.10,-0.00,0.01,paper
198,149,186,242,208,-5.06,-1.38,7.45,-0.16,-0.01,0.00,paper
199,151,187,242,210,-4.94,-1.49,7.47,-0.09,-0.04,0.02,paper
199,149,186,241,208,-4.91,-1.47,7.58,-0.08,-0.03,0.03,paper
199,150,184,241,209,-5.01,-1.48,7.42,-0.11,0.00,0.03,paper
199,152,184,241,208,-5.12,-1.54,7.45,-0.11,0.01,0.03,paper
200,149,184,241,208,-5.04,-1.48,7.46,-0.11,0.03,0.02,paper
197,151,182,243,209,-4.92,-1.44,7.48,-0.06,-0.06,0.01,paper
201,152,185,242,208,-4.97,-1.41,7.56,-0.08,0.00,0.00,paper
200,151,184,242,210,-5.09,-1.40,7.45,-0.07,-0.05,0.02,paper
199,150,184,241,209,-4.97,-1.37,7.47,-0.11,-0.04,0.01,paper
199,152,190,242,208,-4.99,-1.48,7.62,-0.12,-0.01,0.02,paper
197,149,186,241,208,-5.10,-1.52,7.45,-0.12,-0.03,0.00,paper
201,150,193,243,208,-5.07,-1.50,7.37,-0.09,-0.05,-0.00,paper
200,149,193,244,208,-4.98,-1.43,7.40,-0.09,-0.04,-0.01,paper
200,149,191,241,208,-4.93,-1.44,7.47,-0.14,-0.02,-0.01,paper
201,149,191,240,209,-5.05,-1.50,7.57,-0.07,-0.01,0.04,paper
198,151,190,242,209,-4.88,-1.41,7.42,-0.08,0.01,0.01,paper
197,149,190,242,208,-5.05,-1.40,7.38,-0.11,0.01,0.02,paper
200,151,191,242,210,-5.20,-1.49,7.43,-0.11,-0.00,0.02,paper
200,149,191,241,208,-5.09,-1.49,7.52,-0.09,-0.01,0.02,paper
200,149,191,243,209,-5.03,-1.47,7.27,-0.07,-0.06,0.02,paper
199,151,191,241,209,-5.22,-1.79,7.61,-0.11,-0.01,0.01,paper
198,149,191,241,209,-5.14,-1.74,7.40,-0.08,0.01,0.02,paper
199,150,185,241,208,-5.15,-1.62,7.54,-0.06,0.01,0.04,paper
198,151,189,242,208,-5.06,-1.53,7.40,-0.09,-0.07,0.05,paper
199,149,189,241,209,-4.96,-1.40,7.53,-0.10,0.02,0.01,paper
199,151,189,241,208,-5.15,-1.43,7.33,-0.13,0.02,-0.00,paper
199,150,190,242,208,-5.20,-1.56,7.59,-0.11,0.00,0.01,paper
199,149,190,241,207,-5.15,-1.52,7.24,-0.11,-0.03,0.01,paper
200,151,193,242,209,-5.09,-1.48,7.40,-0.10,-0.02,0.04,paper
198,149,191,242,208,-5.18,-1.46,7.49,-0.08,-0.06,0.01,paper
199,151,192,242,208,-4.93,-1.43,7.42,-0.10,0.03,0.03,paper
201,149,191,241,208,-5.16,-1.62,7.32,-0.10,0.01,0.00,paper
200,151,191,242,209,-4.99,-1.47,7.35,-0.08,-0.04,0.03,paper
196,150,192,242,207,-5.14,-1.50,7.41,-0.11,0.04,0.01,paper
199,150,194,242,210,-5.17,-1.54,7.44,-0.12,0.00,0.03,paper
199,150,193,241,208,-5.01,-1.51,7.50,-0.10,-0.05,0.04,paper
198,149,191,242,208,-5.03,-1.53,7.31,-0.14,0.06,0.02,paper
199,151,193,242,207,-5.12,-1.43,7.35,-0.08,-0.06,0.02,paper
199,150,187,241,208,-4.98,-1.44,7.50,-0.13,-0.03,0.02,paper
198,152,189,241,208,-5.15,-1.48,7.38,-0.11,0.00,0.00,paper
199,150,187,242,208,-4.95,-1.46,7.34,-0.10,-0.06,0.03,paper
199,151,189,240,208,-5.05,-1.55,7.25,-0.12,-0.03,0.02,paper
200,150,192,242,210,-4.87,-1.54,7.46,-0.11,-0.04,0.04,paper
199,148,192,243,208,-5.08,-1.37,7.14,-0.14,-0.06,0.01,paper
199,151,191,242,210,-5.10,-1.59,7.57,-0.06,-0.03,0.02,paper
199,150,192,243,207,-5.01,-1.53,7.47,-0.14,-0.04,-0.01,paper
199,150,191,241,208,-4.97,-1.58,7.32,-0.12,0.03,-0.00,paper
199,152,191,241,210,-5.18,-1.56,7.38,-0.10,-0.02,0.01,paper
198,151,191,240,207,-4.98,-1.48,7.24,-0.06,-0.09,-0.01,paper
198,150,190,241,209,-4.98,-1.50,7.47,-0.08,-0.04,0.00,paper
200,149,192,242,207,-4.89,-1.36,7.43,-0.08,-0.02,0.01,paper
199,152,191,242,208,-4.90,-1.36,7.41,-0.10,-0.04,0.04,paper
198,149,190,241,208,-5.03,-1.47,7.52,-0.08,0.00,0.03,paper
200,150,192,240,209,-5.06,-1.54,7.46,-0.15,0.03,0.02,paper
199,150,190,240,208,-5.11,-1.56,7.40,-0.09,-0.04,0.01,paper
197,149,191,241,209,-5.03,-1.49,7.32,-0.11,-0.02,0.01,paper
198,151,191,241,209,-4.93,-1.43,7.40,-0.11,0.00,0.03,paper
200,150,192,242,208,-5.14,-1.61,7.44,-0.10,0.04,0.00,paper
198,150,189,240,207,-5.06,-1.51,7.38,-0.07,-0.06,-0.00,paper
