flex1,flex2,flex3,flex4,flex5,gyroRotX,gyroRotY,gyroRotZ,gyroAccX,gyroAccY,gyroAccZ,Phrase
143,127,172,162,138,-8.90,-0.85,-3.76,-0.09,-0.01,0.02,scissors
144,128,172,163,139,-9.05,-0.80,-3.73,-0.10,-0.01,0.01,scissors
143,127,172,162,138,-8.95,-0.82,-3.81,-0.11,-0.03,0.01,scissors
143,127,172,163,139,-8.92,-0.91,-3.81,-0.11,-0.03,0.01,scissors
144,127,172,163,139,-8.97,-0.88,-3.76,-0.11,-0.01,0.00,scissors
143,127,172,162,138,-8.98,-0.86,-3.85,-0.11,-0.02,0.01,scissors
144,128,173,163,138,-8.95,-0.89,-3.82,-0.08,-0.01,0.02,scissors
143,127,172,163,138,-8.96,-0.72,-3.67,-0.09,-0.00,0.03,scissors
143,127,172,162,139,-9.01,-0.79,-3.77,-0.11,-0.02,0.01,scissors
143,128,172,163,139,-9.01,-0.82,-3.79,-0.08,-0.00,0.02,scissors
142,126,172,162,138,-8.94,-0.87,-3.78,-0.10,-0.01,0.02,scissors
143,127,172,163,139,-8.87,-0.86,-3.81,-0.10,-0.03,0.01,scissors
144,128,172,163,139,-9.02,-0.85,-3.76,-0.09,-0.01,0.01,scissors
143,127,172,162,138,-8.99,-0.75,-3.66,-0.12,-0.03,0.02,scissors
143,128,172,163,139,-9.06,-0.77,-3.86,-0.09,-0.01,0.02,scissors
143,127,172,162,138,-9.00,-0.82,-3.87,-0.11,-0.02,0.01,scissors
143,127,172,163,138,-8.98,-0.80,-3.76,-0.12,-0.02,0.02,scissors
144,127,172,163,139,-8.94,-0.85,-3.90,-0.13,-0.03,0.01,scissors
143,127,172,162,139,-9.02,-0.79,-3.77,-0.12,-0.00,0.02,scissors
143,127,172,163,139,-9.00,-0.81,-3.83,-0.10,-0.01,0.01,scissors
144,128,172,163,139,-8.95,-0.88,-3.91,-0.07,-0.00,0.00,scissors
143,127,172,162,138,-9.11,-0.76,-3.71,-0.08,-0.01,-0.00,scissors
144,127,173,163,139,-9.09,-0.80,-3.76,-0.11,-0.03,0.03,scissors
143,127,172,162,139,-8.96,-0.89,-3.91,-0.11,-0.02,0.02,scissors
143,127,173,162,139,-9.04,-0.87,-3.85,-0.11,-0.00,0.01,scissors
144,128,173,163,139,-9.00,-0.83,-3.72,-0.09,0.00,0.02,scissors
143,127,172,163,138,-9.02,-0.90,-3.80,-0.06,-0.01,0.01,scissors
143,127,173,162,139,-9.08,-0.81,-3.71,-0.09,-0.01,0.02,scissors
144,128,172,163,139,-8.96,-0.76,-3.68,-0.10,-0.02,0.03,scissors
143,127,172,162,138,-8.88,-0.76,-3.74,-0.12,-0.05,0.02,scissors
143,127,173,162,139,-8.99,-0.81,-3.82,-0.13,-0.02,0.01,scissors
143,127,172,163,138,-8.99,-0.79,-3.78,-0.11,-0.02,0.02,scissors
143,127,172,163,139,-9.02,-0.87,-3.78,-0.09,-0.01,0.02,scissors
144,128,173,163,139,-9.06,-0.85,-3.80,-0.07,-0.00,0.02,scissors
143,127,172,163,139,-9.04,-0.84,-3.70,-0.08,-0.01,0.02,scissors
143,128,172,163,139,-8.98,-0.75,-3.73,-0.10,-0.02,0.02,scissors
144,127,172,163,139,-8.97,-0.83,-3.76,-0.10,-0.02,0.01,scissors
143,127,172,163,138,-9.00,-0.85,-3.86,-0.12,-0.00,0.01,scissors
144,128,173,163,139,-9.02,-0.91,-3.83,-0.10,-0.02,0.02,scissors
144,127,172,163,139,-8.95,-0.90,-3.77,-0.10,-0.03,0.02,scissors
143,127,172,163,139,-8.98,-0.72,-3.76,-0.09,-0.02,0.03,scissors
144,128,173,163,139,-8.98,-0.74,-3.84,-0.11,-0.03,0.01,scissors
143,127,172,162,138,-8.94,-0.75,-3.87,-0.12,-0.02,0.01,scissors
144,127,173,163,139,-8.95,-0.79,-3.84,-0.12,-0.02,0.02,scissors
144,127,172,163,139,-8.97,-0.73,-3.87,-0.11,-0.01,0.02,scissors
143,127,172,162,138,-8.97,-0.80,-3.81,-0.11,-0.01,0.02,scissors
144,128,173,163,139,-9.02,-0.79,-3.81,-0.11,-0.02,0.01,scissors
142,128,172,162,139,-8.98,-0.82,-3.77,-0.10,-0.01,0.02,scissors
144,127,173,163,139,-9.01,-0.80,-3.71,-0.10,-0.02,0.01,scissors
144,128,173,163,139,-9.04,-0.72,-3.83,-0.09,-0.02,0.02,scissors
143,127,172,162,139,-9.04,-0.74,-3.82,-0.07,-0.00,0.03,scissors
144,128,172,163,139,-9.02,-0.79,-3.69,-0.10,-0.02,0.02,scissors
143,127,172,163,139,-8.97,-0.76,-3.73,-0.12,-0.03,0.01,scissors
143,127,172,163,139,-9.05,-0.78,-3.92,-0.10,0.01,0.01,scissors
144,128,173,163,140,-9.01,-0.74,-3.82,-0.10,-0.00,0.02,scissors
144,127,172,163,139,-9.01,-0.83,-3.81,-0.10,-0.01,0.02,scissors
143,127,172,163,139,-9.02,-0.77,-3.80,-0.10,0.00,0.02,scissors
144,128,173,163,139,-9.05,-0.79,-3.84,-0.10,-0.00,0.01,scissors
143,127,172,162,139,-8.98,-0.80,-3.85,-0.10,-0.01,0.01,scissors
144,127,173,163,140,-8.94,-0.79,-3.78,-0.09,-0.02,0.02,scissors
143,127,172,163,139,-8.97,-0.80,-3.81,-0.09,-0.01,0.02,scissors
143,127,172,163,139,-8.95,-0.73,-3.82,-0.10,-0.01,0.01,scissors
144,128,172,163,140,-9.05,-0.78,-3.79,-0.10,-0.02,0.01,scissors
143,128,172,163,139,-9.01,-0.79,-3.91,-0.10,-0.01,0.02,scissors
144,127,173,163,140,-8.99,-0.85,-3.90,-0.10,-0.01,0.01,scissors
144,128,173,163,139,-8.95,-0.80,-3.85,-0.11,-0.02,0.01,scissors
